Case_ID,Offender_Age,Offender_Gender,Offender_Race,Crime_Type,Crime_Location,Prior_Convictions,Risk_Score,Arrest_Made,Bail_Granted,Case_Outcome
C3935,27,Female,White,Fraud,Zacharyborough,9,3,No,Yes,Dismissed
C3936,55,Female,Hispanic,Drug Offense,Port Brett,8,4,No,No,Convicted
C3937,64,Female,Other,Assault,Friedmanton,8,7,No,Yes,Plea Bargain
C3938,49,Female,Asian,Drug Offense,Brentview,7,3,Yes,No,Dismissed
C3939,65,Male,White,Vandalism,Lake Tinaport,5,1,Yes,No,Dismissed
C3940,45,Male,White,Assault,Connieburgh,5,6,Yes,No,Dismissed
C3941,34,Male,White,Vandalism,West Gary,0,3,No,No,Dismissed
C3942,48,Other,Asian,Theft,New Devonfort,5,10,No,No,Plea Bargain
C3943,25,Other,Hispanic,Drug Offense,New Claytonside,3,6,No,No,Convicted
C3944,57,Other,White,Fraud,Richardview,3,10,Yes,No,Convicted
C3945,42,Female,Other,Assault,West Samantha,1,3,No,No,Dismissed
C3946,26,Other,White,Drug Offense,Joseshire,3,6,Yes,Yes,Convicted
C3947,19,Female,Hispanic,Fraud,Lawrenceburgh,4,4,No,No,Plea Bargain
C3948,32,Other,Asian,Theft,Snydermouth,4,4,Yes,No,Convicted
C3949,67,Female,White,Assault,Riverabury,4,10,No,No,Convicted
C3950,20,Other,White,Vandalism,West Jameston,3,10,No,No,Acquitted
C3951,66,Other,Other,Theft,East Jason,0,2,Yes,No,Convicted
C3952,53,Male,Other,Cybercrime,Veronicaland,9,4,No,Yes,Convicted
C3953,21,Other,White,Fraud,South Bruceborough,7,4,Yes,Yes,Dismissed
C3954,31,Other,White,Assault,Lewisland,2,7,No,No,Dismissed
C3955,58,Male,Other,Assault,East Lindseymouth,1,5,No,No,Acquitted
C3956,58,Female,Hispanic,Theft,Brittanyborough,8,8,No,No,Plea Bargain
C3957,42,Male,Black,Assault,Charlesstad,6,7,Yes,No,Acquitted
C3958,67,Male,Black,Fraud,New Timothy,8,10,No,Yes,Convicted
C3959,27,Female,White,Theft,Martinezmouth,1,9,Yes,No,Convicted
C3960,38,Other,Other,Vandalism,Lake Lisa,8,8,No,Yes,Plea Bargain
C3961,53,Female,Asian,Theft,West Curtisside,9,9,No,No,Plea Bargain
C3962,29,Other,Asian,Theft,East Aimeefort,8,1,Yes,Yes,Dismissed
C3963,44,Other,Black,Vandalism,Williamberg,8,10,No,Yes,Convicted
C3964,57,Female,Hispanic,Cybercrime,West Jacqueline,9,3,No,Yes,Convicted
C3965,19,Male,Black,Fraud,North Joshuafurt,9,5,Yes,No,Convicted
C3966,30,Female,White,Cybercrime,Dianemouth,3,9,Yes,No,Convicted
C3967,49,Other,Hispanic,Cybercrime,New Williamview,9,8,No,No,Convicted
C3968,48,Female,Asian,Cybercrime,West Brandonmouth,2,10,Yes,No,Convicted
C3969,33,Female,Other,Drug Offense,South Billburgh,5,7,Yes,No,Convicted
C3970,49,Other,Other,Cybercrime,North Josephview,2,2,No,Yes,Convicted
C3971,49,Male,White,Drug Offense,Steventown,8,6,Yes,Yes,Dismissed
C3972,51,Female,Black,Vandalism,Mejiaberg,2,4,Yes,Yes,Acquitted
C3973,28,Other,White,Fraud,North James,1,5,No,No,Convicted
C3974,27,Other,Other,Cybercrime,Samanthabury,7,5,Yes,Yes,Dismissed
C3975,32,Female,Asian,Assault,North Tammyburgh,5,4,Yes,No,Convicted
C3976,34,Male,Other,Vandalism,New Marymouth,7,4,No,Yes,Plea Bargain
C3977,57,Female,Hispanic,Drug Offense,Youngmouth,6,4,No,No,Convicted
C3978,35,Male,Other,Fraud,Danielfort,2,2,Yes,Yes,Acquitted
C3979,26,Male,Other,Theft,South Kimberly,7,1,No,No,Dismissed
C3980,42,Male,Hispanic,Fraud,Blakeland,9,2,Yes,Yes,Plea Bargain
C3981,57,Male,Black,Fraud,Cynthialand,0,7,Yes,Yes,Plea Bargain
C3982,31,Female,Other,Cybercrime,East Katherinefort,0,1,Yes,Yes,Convicted
C3983,42,Other,White,Cybercrime,Marquezstad,9,6,Yes,No,Acquitted
C3984,67,Other,Other,Drug Offense,West Bryanmouth,7,4,No,Yes,Acquitted
C3985,39,Other,White,Drug Offense,Port Patricia,8,2,No,Yes,Convicted
C3986,69,Other,Hispanic,Cybercrime,Chadborough,9,3,Yes,Yes,Convicted
C3987,47,Other,Other,Cybercrime,West Emmachester,5,7,No,No,Dismissed
C3988,37,Other,Hispanic,Assault,Bethborough,4,6,Yes,Yes,Dismissed
C3989,38,Female,Hispanic,Assault,North Danielshire,1,6,Yes,No,Convicted
C3990,61,Male,Black,Vandalism,Meghanhaven,8,8,No,Yes,Convicted
C3991,49,Other,Other,Cybercrime,Cynthiastad,5,8,No,Yes,Plea Bargain
C3992,68,Female,White,Theft,North Sandrafurt,7,6,Yes,No,Acquitted
C3993,63,Other,White,Assault,Kirkshire,8,1,No,No,Dismissed
C3994,66,Other,Other,Drug Offense,Mathewsfort,8,10,Yes,Yes,Convicted
C3995,38,Male,Black,Fraud,Jerrystad,7,7,No,No,Convicted
C3996,52,Male,Black,Vandalism,North Alexis,9,8,No,No,Dismissed
C3997,49,Male,Black,Assault,North Kelly,7,5,Yes,No,Plea Bargain
C3998,47,Other,White,Fraud,West Kimberly,2,4,No,Yes,Plea Bargain
C3999,56,Other,Hispanic,Fraud,Garrettburgh,2,7,No,Yes,Convicted
C4000,66,Other,Black,Assault,Jessicamouth,1,6,Yes,Yes,Acquitted
C4001,29,Male,White,Theft,Hillmouth,0,6,Yes,No,Acquitted
C4002,58,Female,White,Theft,Johnsontown,3,3,Yes,No,Convicted
C4003,64,Other,Hispanic,Vandalism,Walshland,1,10,Yes,No,Dismissed
C4004,35,Other,Other,Theft,Emmastad,1,4,Yes,No,Acquitted
C4005,38,Other,Other,Vandalism,Oliviashire,4,5,Yes,Yes,Dismissed
C4006,30,Female,Black,Drug Offense,North Christopherbury,3,9,No,No,Dismissed
C4007,38,Other,Black,Assault,Port Daniel,0,8,Yes,Yes,Dismissed
C4008,25,Female,Hispanic,Fraud,Lake Lindsay,8,3,Yes,No,Plea Bargain
C4009,63,Other,Black,Vandalism,Campbellland,3,6,Yes,Yes,Acquitted
C4010,57,Female,Hispanic,Theft,East Davidside,4,10,No,Yes,Plea Bargain
C4011,63,Other,White,Vandalism,South Jamesville,6,1,Yes,No,Acquitted
C4012,24,Male,Black,Cybercrime,New Williamberg,1,3,Yes,No,Convicted
C4013,40,Male,White,Vandalism,Micheleside,7,10,No,No,Dismissed
C4014,61,Male,Asian,Theft,Tammyburgh,1,7,No,Yes,Acquitted
C4015,49,Male,Hispanic,Cybercrime,Lake Rachael,9,7,Yes,No,Acquitted
C4016,28,Other,Asian,Cybercrime,Port Jeffrey,4,2,No,Yes,Convicted
C4017,39,Male,Black,Theft,Sergiohaven,1,3,No,No,Plea Bargain
C4018,39,Female,White,Cybercrime,Pamelaside,1,7,Yes,Yes,Acquitted
C4019,60,Male,Black,Assault,Troyfort,3,6,Yes,No,Acquitted
C4020,42,Male,Asian,Fraud,Cooperview,3,7,Yes,Yes,Plea Bargain
C4021,39,Male,Black,Assault,Hendersonport,7,10,No,Yes,Plea Bargain
C4022,45,Other,Other,Assault,North Julieview,5,9,Yes,Yes,Acquitted
C4023,46,Male,Asian,Theft,East Danielstad,9,8,No,No,Plea Bargain
C4024,30,Female,Black,Theft,Alexandrashire,7,6,Yes,Yes,Convicted
C4025,35,Male,White,Fraud,Port Cassidy,6,4,No,No,Convicted
C4026,19,Male,Black,Vandalism,Brianview,9,10,Yes,Yes,Dismissed
C4027,46,Male,White,Assault,Johnland,3,9,No,No,Acquitted
C4028,38,Female,Other,Cybercrime,Annchester,1,7,Yes,No,Convicted
C4029,32,Male,Black,Fraud,Patelhaven,8,5,Yes,Yes,Convicted
C4030,69,Female,Other,Assault,Heatherfort,1,2,Yes,Yes,Convicted
C4031,44,Female,Asian,Vandalism,Pittmanburgh,0,9,No,No,Dismissed
C4032,67,Male,White,Cybercrime,Robertfurt,7,7,No,Yes,Plea Bargain
C4033,48,Female,Asian,Assault,North Kendra,9,9,Yes,No,Dismissed
C4034,32,Other,White,Drug Offense,Danielsland,8,9,No,No,Dismissed
C4035,68,Male,Other,Fraud,West Caseyview,0,10,Yes,No,Dismissed
C4036,40,Male,Hispanic,Theft,Melissabury,6,5,No,No,Dismissed
C4037,41,Female,Black,Assault,Lindaside,1,7,Yes,No,Acquitted
C4038,61,Female,Other,Cybercrime,South Krystalfurt,5,5,No,No,Acquitted
C4039,30,Male,White,Cybercrime,Robertachester,4,3,No,No,Convicted
C4040,39,Other,White,Fraud,Westfort,0,10,No,No,Dismissed
C4041,60,Female,White,Fraud,Lake Dwaynehaven,1,8,No,No,Dismissed
C4042,54,Female,White,Cybercrime,Ballland,1,8,No,Yes,Convicted
C4043,50,Other,Black,Cybercrime,East Elizabethview,9,9,Yes,No,Plea Bargain
C4044,20,Other,Asian,Cybercrime,South Joseph,9,6,No,No,Acquitted
C4045,36,Male,Hispanic,Assault,North Patrick,5,2,No,No,Dismissed
C4046,40,Other,Black,Cybercrime,East Daniel,0,3,No,Yes,Plea Bargain
C4047,46,Male,White,Theft,South Bradley,3,10,No,Yes,Plea Bargain
C4048,47,Other,Black,Cybercrime,Stephenmouth,9,6,Yes,Yes,Dismissed
C4049,56,Female,Other,Theft,Lake Jasonberg,4,1,No,Yes,Dismissed
C4050,61,Male,White,Assault,Nicholasborough,1,2,No,Yes,Plea Bargain
C4051,64,Male,Hispanic,Fraud,New Jenniferton,1,8,Yes,Yes,Acquitted
C4052,42,Male,White,Theft,South Williamfort,6,8,Yes,No,Acquitted
C4053,54,Other,Hispanic,Assault,Scotthaven,6,6,No,Yes,Dismissed
C4054,64,Female,Hispanic,Cybercrime,Lake Samantha,5,3,Yes,Yes,Dismissed
C4055,25,Male,Asian,Assault,Blakemouth,0,2,No,Yes,Convicted
C4056,59,Male,Asian,Cybercrime,Gracetown,2,6,No,Yes,Convicted
C4057,33,Male,Black,Assault,Kimmouth,8,1,Yes,Yes,Acquitted
C4058,25,Male,Black,Fraud,West Erik,9,10,No,No,Convicted
C4059,18,Female,Hispanic,Theft,Graytown,0,6,Yes,No,Plea Bargain
C4060,61,Other,White,Fraud,New Tammy,1,9,Yes,Yes,Plea Bargain
C4061,22,Female,Other,Drug Offense,West Nicholasstad,7,7,No,No,Plea Bargain
C4062,20,Male,Other,Cybercrime,Port Josephstad,6,9,No,Yes,Plea Bargain
C4063,18,Female,White,Theft,South Christopherchester,8,2,Yes,No,Dismissed
C4064,21,Male,White,Fraud,Davidville,9,5,No,No,Plea Bargain
C4065,57,Other,Asian,Theft,Orrville,3,9,Yes,Yes,Acquitted
C4066,52,Other,Other,Drug Offense,New Tammy,3,7,Yes,Yes,Convicted
C4067,49,Other,Hispanic,Vandalism,South Tammy,6,9,Yes,Yes,Acquitted
C4068,59,Male,Black,Cybercrime,West Oscar,0,6,Yes,No,Dismissed
C4069,51,Female,Asian,Cybercrime,New Nancy,9,7,No,No,Convicted
C4070,60,Other,Other,Assault,South Jasonville,8,10,No,Yes,Convicted
C4071,42,Male,White,Cybercrime,Leblancmouth,1,5,No,Yes,Convicted
C4072,27,Male,Other,Cybercrime,Thomasbury,0,6,No,No,Plea Bargain
C4073,38,Female,Hispanic,Fraud,New Steven,6,1,No,Yes,Dismissed
C4074,63,Other,Asian,Cybercrime,Hamiltonstad,5,1,No,No,Acquitted
C4075,56,Male,White,Cybercrime,Melissaview,2,2,Yes,No,Plea Bargain
C4076,44,Female,Hispanic,Drug Offense,Port Carolyn,0,4,No,Yes,Convicted
C4077,44,Other,Black,Drug Offense,New Lindseyland,4,9,Yes,No,Acquitted
C4078,19,Female,Asian,Theft,New Kayla,9,7,Yes,No,Acquitted
C4079,58,Female,Hispanic,Theft,North Walter,3,6,Yes,No,Acquitted
C4080,65,Male,Hispanic,Cybercrime,Greenland,4,1,No,No,Dismissed
C4081,30,Male,White,Cybercrime,Cindyton,0,5,Yes,Yes,Plea Bargain
C4082,26,Male,Black,Assault,Kevinfurt,0,4,No,No,Dismissed
C4083,69,Female,Hispanic,Theft,Lake Jennifer,4,5,Yes,Yes,Convicted
C4084,53,Male,Asian,Fraud,North Jacob,5,9,No,No,Convicted
C4085,39,Female,Hispanic,Cybercrime,Wadechester,4,3,No,Yes,Acquitted
C4086,59,Female,Other,Fraud,Port Ashley,1,4,No,No,Acquitted
C4087,43,Male,Asian,Cybercrime,Morenomouth,8,8,No,No,Acquitted
C4088,29,Other,Asian,Fraud,New Juliafort,4,3,No,Yes,Dismissed
C4089,34,Other,Hispanic,Vandalism,Gonzalesmouth,4,3,Yes,No,Plea Bargain
C4090,31,Other,White,Fraud,Port Marcusmouth,9,9,No,Yes,Dismissed
C4091,31,Female,Asian,Theft,South Benjaminfurt,8,5,No,No,Convicted
C4092,51,Female,Other,Cybercrime,Chapmanberg,2,10,Yes,Yes,Acquitted
C4093,37,Female,White,Theft,New Regina,4,1,No,Yes,Acquitted
C4094,28,Male,White,Fraud,Robertfort,4,7,No,No,Dismissed
C4095,33,Female,White,Drug Offense,Port Ginafort,1,7,No,No,Convicted
C4096,68,Male,Asian,Drug Offense,East Kathy,3,6,No,No,Plea Bargain
C4097,48,Male,White,Drug Offense,West Mary,1,6,No,No,Acquitted
C4098,23,Other,Hispanic,Cybercrime,Michaelburgh,4,3,Yes,No,Acquitted
C4099,36,Other,White,Assault,Martinezburgh,9,3,No,No,Convicted
C4100,54,Other,Other,Vandalism,Maryfurt,1,10,Yes,No,Acquitted
C4101,21,Male,Black,Fraud,East Crystal,9,9,No,No,Plea Bargain
C4102,64,Male,Other,Assault,Samanthatown,8,1,Yes,No,Dismissed
C4103,21,Male,Asian,Drug Offense,Anneberg,9,7,Yes,Yes,Convicted
C4104,37,Female,White,Fraud,Seanbury,5,10,Yes,Yes,Acquitted
C4105,27,Male,White,Assault,Mariamouth,7,7,No,Yes,Acquitted
C4106,41,Other,Hispanic,Theft,Donaldsonchester,8,8,No,No,Plea Bargain
C4107,52,Other,White,Drug Offense,Brendaberg,7,6,Yes,Yes,Dismissed
C4108,43,Male,Other,Assault,North Jamie,4,8,No,No,Plea Bargain
C4109,54,Male,Asian,Cybercrime,Alexandermouth,4,1,No,No,Dismissed
C4110,55,Other,Black,Theft,Rodriguezmouth,5,1,Yes,No,Plea Bargain
C4111,38,Male,White,Drug Offense,East Sarahhaven,0,9,No,No,Dismissed
C4112,57,Other,Black,Vandalism,North Bryan,7,4,Yes,Yes,Acquitted
C4113,56,Female,White,Drug Offense,Lake Sydney,1,3,No,Yes,Acquitted
C4114,38,Other,Asian,Cybercrime,Jacobfurt,5,6,Yes,Yes,Acquitted
C4115,27,Female,Other,Vandalism,Walshfort,8,10,No,No,Convicted
C4116,55,Male,Asian,Vandalism,Port Robertmouth,2,9,No,No,Dismissed
C4117,63,Male,Black,Vandalism,East Rachelchester,1,10,Yes,Yes,Convicted
C4118,21,Female,White,Fraud,New Jodi,9,4,Yes,No,Dismissed
C4119,62,Male,Black,Fraud,Warnerport,4,9,No,Yes,Acquitted
C4120,37,Female,Other,Vandalism,North Vanessa,8,5,Yes,Yes,Convicted
C4121,34,Male,Asian,Theft,Anthonyview,5,7,Yes,Yes,Convicted
C4122,24,Other,Black,Vandalism,East Danielland,7,3,Yes,No,Plea Bargain
C4123,21,Male,Black,Assault,Seanmouth,7,3,Yes,Yes,Dismissed
C4124,46,Other,Other,Vandalism,Lake Jacquelineborough,6,3,Yes,No,Plea Bargain
C4125,31,Other,White,Fraud,Stephenburgh,4,8,No,Yes,Convicted
C4126,20,Female,Black,Fraud,Josephchester,1,6,Yes,No,Convicted
C4127,41,Male,Other,Assault,South Danieltown,9,9,Yes,No,Acquitted
C4128,54,Female,White,Assault,Brianville,9,9,Yes,Yes,Plea Bargain
C4129,33,Male,White,Drug Offense,New Teresa,4,8,Yes,No,Plea Bargain
C4130,69,Other,Asian,Theft,Rowlandside,6,1,No,No,Plea Bargain
C4131,21,Other,Other,Theft,Bakerborough,6,6,Yes,No,Dismissed
C4132,41,Male,White,Theft,Jacobbury,1,4,No,Yes,Convicted
C4133,51,Male,Asian,Cybercrime,Lake Kayla,6,4,No,No,Plea Bargain
C4134,47,Female,Hispanic,Fraud,New Michellemouth,5,3,Yes,Yes,Acquitted
C4135,35,Male,Other,Theft,Marcusfort,6,9,Yes,Yes,Convicted
C4136,36,Male,Hispanic,Drug Offense,West Meredith,7,2,No,No,Acquitted
C4137,48,Male,White,Drug Offense,Nelsonville,3,1,No,Yes,Convicted
C4138,36,Female,Other,Theft,South Brent,0,10,No,Yes,Acquitted
C4139,66,Male,Asian,Assault,Knappshire,7,3,Yes,Yes,Plea Bargain
C4140,63,Other,White,Drug Offense,Desireechester,7,4,No,Yes,Plea Bargain
C4141,36,Female,Other,Assault,Chloestad,2,4,Yes,Yes,Acquitted
C4142,39,Female,Other,Fraud,West Erica,2,6,No,No,Dismissed
C4143,41,Other,Hispanic,Cybercrime,Lake Shannonberg,4,1,No,No,Acquitted
C4144,62,Other,White,Drug Offense,Lake Abigailhaven,2,1,Yes,Yes,Convicted
C4145,29,Other,Asian,Assault,East Stephanieville,4,2,Yes,Yes,Acquitted
C4146,47,Male,Asian,Theft,Aaronfort,7,4,No,No,Acquitted
C4147,55,Other,White,Fraud,Swansonhaven,0,7,Yes,No,Convicted
C4148,48,Male,White,Vandalism,Heatherland,1,6,Yes,No,Plea Bargain
C4149,53,Female,Black,Vandalism,West Antonioside,1,9,No,Yes,Convicted
C4150,36,Female,Hispanic,Theft,South Brian,3,7,Yes,Yes,Acquitted
C4151,65,Other,White,Fraud,South Eugeneland,8,5,Yes,No,Convicted
C4152,62,Male,White,Fraud,South Rileyside,1,6,No,Yes,Acquitted
C4153,53,Other,Black,Fraud,Kaitlynfurt,8,10,No,No,Plea Bargain
C4154,47,Other,Black,Fraud,Lisachester,6,9,Yes,No,Acquitted
C4155,66,Male,Other,Vandalism,West Anthony,9,1,Yes,Yes,Acquitted
C4156,50,Other,Asian,Assault,Stephanieton,7,9,Yes,No,Plea Bargain
C4157,35,Female,Hispanic,Fraud,Lake Benjamintown,0,6,No,No,Convicted
C4158,69,Other,Other,Assault,Gomezside,4,4,No,No,Dismissed
C4159,66,Male,White,Fraud,North Nicole,8,5,Yes,No,Dismissed
C4160,45,Male,Black,Drug Offense,Dominguezstad,3,1,Yes,No,Acquitted
C4161,64,Female,Asian,Cybercrime,Hintonfort,1,7,Yes,Yes,Acquitted
C4162,28,Male,Other,Drug Offense,Henryville,5,8,No,No,Plea Bargain
C4163,62,Male,Asian,Cybercrime,Jamesburgh,1,5,No,Yes,Convicted
C4164,50,Female,Black,Drug Offense,Kellychester,2,2,Yes,Yes,Dismissed
C4165,34,Other,Other,Fraud,Lake Ricardoview,7,8,Yes,No,Dismissed
C4166,23,Female,Other,Assault,West Kimfurt,2,10,Yes,No,Plea Bargain
C4167,21,Other,Asian,Cybercrime,Orozcostad,1,7,Yes,No,Plea Bargain
C4168,37,Female,Black,Vandalism,Ashleymouth,5,10,No,Yes,Dismissed
C4169,65,Other,White,Theft,South Johnville,2,9,Yes,Yes,Convicted
C4170,64,Female,Other,Cybercrime,Pamelamouth,0,4,Yes,Yes,Convicted
C4171,44,Other,White,Cybercrime,New Stephaniefort,2,9,No,No,Convicted
C4172,32,Female,Black,Vandalism,Schultzfort,5,4,Yes,No,Acquitted
C4173,23,Other,Other,Fraud,Reedfort,2,3,Yes,No,Convicted
C4174,64,Female,Other,Drug Offense,Cortezberg,8,3,Yes,No,Acquitted
C4175,31,Male,White,Drug Offense,South Jenniferton,6,10,Yes,No,Acquitted
C4176,28,Other,Hispanic,Assault,Christinaberg,4,2,Yes,Yes,Plea Bargain
C4177,56,Female,White,Fraud,South Cathyside,1,10,Yes,Yes,Acquitted
C4178,26,Other,White,Vandalism,Robinsonton,8,3,No,Yes,Acquitted
C4179,43,Other,Hispanic,Fraud,Carolinetown,4,8,Yes,No,Plea Bargain
C4180,33,Female,Black,Fraud,Port Randallburgh,6,8,No,No,Convicted
C4181,22,Other,Black,Drug Offense,North Kevin,8,2,No,Yes,Convicted
C4182,69,Female,Other,Vandalism,Martinezshire,3,2,No,No,Dismissed
C4183,27,Male,Asian,Theft,Port Veronicaview,8,2,No,Yes,Dismissed
C4184,67,Other,Asian,Cybercrime,East Nicholas,0,10,Yes,No,Acquitted
C4185,20,Male,Other,Drug Offense,South Tracyton,5,7,Yes,No,Dismissed
C4186,30,Other,Asian,Vandalism,Morganburgh,1,6,Yes,No,Plea Bargain
C4187,60,Other,White,Assault,East Coreychester,7,1,Yes,No,Dismissed
C4188,66,Other,White,Cybercrime,Jillshire,4,2,No,Yes,Dismissed
C4189,47,Female,Hispanic,Cybercrime,West Ray,2,1,No,No,Acquitted
C4190,62,Male,Hispanic,Drug Offense,Tinaborough,1,7,No,Yes,Plea Bargain
C4191,23,Other,Other,Assault,Port Cynthiaview,7,6,Yes,Yes,Dismissed
C4192,34,Female,Other,Drug Offense,Kellyborough,6,2,No,Yes,Convicted
C4193,62,Other,Other,Fraud,Leonardview,8,2,Yes,Yes,Plea Bargain
C4194,68,Female,White,Vandalism,New Williamchester,7,2,No,Yes,Plea Bargain
C4195,36,Other,Asian,Assault,Susanfurt,3,8,Yes,No,Acquitted
C4196,59,Male,Other,Cybercrime,New Kristinaborough,1,7,No,Yes,Plea Bargain
C4197,52,Male,Other,Drug Offense,North Christinatown,1,1,No,Yes,Plea Bargain
C4198,63,Other,White,Cybercrime,Floresside,1,4,Yes,Yes,Plea Bargain
C4199,43,Female,White,Assault,Port Tyler,5,4,No,Yes,Plea Bargain
C4200,68,Other,White,Cybercrime,Harrisonland,6,7,No,Yes,Plea Bargain
C4201,22,Female,Asian,Drug Offense,Lake Courtneychester,5,2,Yes,No,Plea Bargain
C4202,46,Other,Other,Drug Offense,Carolynland,1,4,No,Yes,Plea Bargain
C4203,54,Female,Black,Theft,West Chris,3,1,No,No,Convicted
C4204,37,Male,Black,Cybercrime,South Katelyn,2,4,No,Yes,Plea Bargain
C4205,66,Other,Other,Theft,South Perrystad,3,1,No,No,Acquitted
C4206,38,Male,Other,Theft,West Robertland,4,2,Yes,No,Convicted
C4207,27,Male,Other,Cybercrime,Jenniferville,6,2,Yes,No,Plea Bargain
C4208,22,Other,Other,Assault,Sanchezchester,8,10,No,No,Dismissed
C4209,53,Other,Asian,Fraud,Andrebury,1,3,Yes,No,Acquitted
C4210,23,Female,Black,Drug Offense,North Juan,7,8,No,No,Convicted
C4211,43,Female,Hispanic,Vandalism,North Paul,2,6,Yes,No,Acquitted
C4212,21,Male,Black,Theft,East Shannonfurt,8,6,No,Yes,Convicted
C4213,56,Female,Black,Assault,West Kyle,9,9,No,No,Dismissed
C4214,56,Female,White,Cybercrime,Lake Reneeberg,3,8,Yes,Yes,Acquitted
C4215,67,Other,Other,Assault,Rileyburgh,2,2,No,Yes,Acquitted
C4216,52,Female,Other,Assault,Port Alexandriashire,9,6,No,Yes,Convicted
C4217,18,Male,Other,Cybercrime,Torresbury,5,1,No,No,Convicted
C4218,41,Female,White,Vandalism,West Justinville,9,9,No,Yes,Dismissed
C4219,53,Male,Asian,Cybercrime,South Christie,8,4,Yes,No,Plea Bargain
C4220,23,Other,Asian,Vandalism,Rubenbury,6,4,Yes,No,Convicted
C4221,58,Male,Hispanic,Cybercrime,Maldonadofort,3,9,Yes,No,Convicted
C4222,63,Female,Asian,Theft,Johnborough,2,3,Yes,Yes,Convicted
C4223,61,Other,Asian,Vandalism,Jamestown,9,5,No,Yes,Dismissed
C4224,48,Female,Other,Theft,Phillipsborough,3,1,No,No,Plea Bargain
C4225,37,Other,Black,Vandalism,Webbburgh,2,6,No,No,Plea Bargain
C4226,41,Other,Asian,Vandalism,Lake Jackieville,2,3,No,No,Dismissed
C4227,42,Female,Asian,Cybercrime,Andersonchester,8,1,Yes,No,Plea Bargain
C4228,53,Female,White,Vandalism,Amandaville,3,10,Yes,Yes,Acquitted
C4229,38,Other,Hispanic,Theft,Collinsville,8,6,Yes,Yes,Dismissed
C4230,47,Other,White,Cybercrime,Emilyberg,9,10,No,Yes,Convicted
C4231,41,Female,Other,Drug Offense,East Michael,4,2,No,Yes,Plea Bargain
C4232,61,Male,Black,Theft,Lake Monicaville,6,8,No,Yes,Acquitted
C4233,59,Female,Hispanic,Drug Offense,Lake Robertport,4,2,No,No,Dismissed
C4234,47,Other,White,Assault,Trevinoburgh,0,4,Yes,No,Dismissed
C4235,39,Female,Asian,Cybercrime,New Brendahaven,1,3,Yes,Yes,Convicted
C4236,45,Male,Asian,Assault,East Gary,4,9,Yes,No,Convicted
C4237,24,Female,Hispanic,Cybercrime,Jessicahaven,5,2,No,Yes,Dismissed
C4238,52,Other,Asian,Cybercrime,Guerramouth,6,3,Yes,No,Acquitted
C4239,45,Female,White,Theft,Peterburgh,1,7,No,No,Convicted
C4240,31,Other,White,Drug Offense,Brentport,9,4,Yes,No,Dismissed
C4241,27,Other,Asian,Cybercrime,Lisaview,8,6,Yes,Yes,Dismissed
C4242,33,Female,Asian,Drug Offense,South Kelly,5,3,No,Yes,Convicted
C4243,33,Other,Other,Cybercrime,Port Shellymouth,1,1,No,Yes,Plea Bargain
C4244,48,Other,Black,Drug Offense,Garciastad,1,6,No,No,Acquitted
C4245,59,Male,Hispanic,Assault,Kristinaview,2,4,Yes,No,Plea Bargain
C4246,42,Male,White,Theft,Katieton,0,2,Yes,No,Plea Bargain
C4247,30,Male,Hispanic,Cybercrime,Port Kaylaland,8,7,Yes,No,Acquitted
C4248,23,Male,Other,Fraud,East Trevorburgh,9,10,Yes,No,Acquitted
C4249,61,Other,White,Drug Offense,Garrettburgh,3,5,No,Yes,Convicted
C4250,26,Female,Other,Drug Offense,Lake Christian,4,6,Yes,Yes,Convicted
C4251,62,Other,Other,Fraud,Port Jamesmouth,6,6,No,No,Convicted
C4252,53,Other,Asian,Theft,Fordtown,0,9,Yes,Yes,Acquitted
C4253,60,Other,Hispanic,Drug Offense,Armstrongside,2,2,No,No,Plea Bargain
C4254,37,Female,Hispanic,Theft,Lake Christopher,2,6,No,No,Acquitted
C4255,35,Male,Asian,Drug Offense,Hendersonfort,1,9,Yes,Yes,Convicted
C4256,60,Other,Hispanic,Vandalism,Dalebury,7,4,Yes,No,Plea Bargain
C4257,38,Other,Asian,Drug Offense,Monicaview,4,6,No,Yes,Convicted
C4258,21,Male,White,Vandalism,North Michelleshire,0,7,Yes,Yes,Plea Bargain
C4259,67,Other,Other,Cybercrime,East Vincent,1,1,No,Yes,Convicted
C4260,50,Female,Other,Theft,East Johnmouth,0,5,Yes,No,Acquitted
C4261,44,Other,Hispanic,Drug Offense,North Shane,5,4,Yes,Yes,Dismissed
C4262,24,Other,Black,Assault,Joannatown,8,10,Yes,No,Dismissed
C4263,23,Male,Other,Assault,Lisafort,6,2,Yes,No,Plea Bargain
C4264,32,Other,Asian,Fraud,Andersonfort,4,2,Yes,No,Acquitted
C4265,35,Other,Black,Assault,Travismouth,2,2,No,No,Convicted
C4266,49,Female,Black,Vandalism,South Vanessa,7,7,Yes,No,Plea Bargain
C4267,28,Male,Other,Assault,North Vanessaland,9,4,No,No,Plea Bargain
C4268,37,Male,Other,Assault,Lake Jennifer,3,6,No,No,Convicted
C4269,41,Female,Other,Assault,Kathleenview,8,7,No,No,Convicted
C4270,32,Other,Asian,Drug Offense,West Bonniestad,4,9,Yes,Yes,Convicted
C4271,65,Male,Black,Fraud,West Zacharymouth,5,2,No,Yes,Acquitted
C4272,24,Male,Hispanic,Theft,Sylviachester,4,10,No,No,Dismissed
C4273,38,Other,Asian,Fraud,Wilsonborough,9,9,No,No,Plea Bargain
